shipment_tonnes,distance_km,carbon_price_eur,emissions_per_tonne,season,tax_liability
19352.46582352076,5603.2608328501665,81.47962904552335,2.0502937760101196,2,3316967.832943839
47585.001014085894,5316.086581903996,102.48890963699877,0.7654431776839488,2,3912516.9757531644
36867.70314875885,18171.964320160216,98.41448368111432,2.655465321058,2,10886139.792401196
30334.265725654794,5366.150897065369,43.850991422439634,1.9554138454869523,3,2878535.849014911
8644.91338167939,5803.019659508304,43.43245227673265,0.7244504856037766,1,288943.53470408416
8643.73149647393,15308.266117150293,54.1356930970422,2.8983127551992585,1,1700708.1507319903
3846.0969962417735,9269.92692778553,62.49672537069335,1.699586751005366,2,441775.4444754124
43442.631142971826,15645.855860626034,66.76100232676343,0.49682582005346854,4,1628007.729342388
30454.635575417233,1774.6400725055123,91.17274951500107,1.9924488419206816,1,6392787.7613995755
35695.55631200623,10007.638276630994,35.10123889492519,0.9836370489345876,3,1353203.1410682185
2008.64022049432,1155.4652035740114,33.12054338034598,2.4699723200687167,4,166698.81158048034
48525.58275593772,1721.7374673794131,65.27195066495182,2.508119598628715,4,7971970.810709098
41789.68939922067,18175.530340216013,92.74473229241823,2.9431578608075872,4,13793060.969282169
11404.616423235531,3215.284736793106,47.40918086608343,1.6550477337661602,4,947701.9075445728
9909.42339314793,10882.203304366734,87.73540331306265,1.5283835752648904,1,1551822.577820958
9986.820982818257,8516.364250713777,53.38453241462695,2.3343841347054974,2,1298328.6117608885
15907.869905017349,7273.194862047432,109.74774979321647,0.6576707721232018,4,1292758.6115041387
26713.065149979655,18046.750240901813,110.61209498399549,1.7766718872414355,3,6125021.926336198
22165.30591346367,925.5562371220453,56.75584838531938,1.7748685203532977,3,2122658.037858868
15270.227869704053,13443.898880423987,50.699437856691645,0.5415774315880455,2,459316.15366357454
30980.791841396593,19286.191467164233,67.01735748596082,1.4285570308686668,1,3451129.119420478
7835.19917195005,11423.279577505918,51.647842666213386,2.6038689561314454,2,1150943.364273949
15315.08777822569,18768.03800964529,90.51454589625334,2.6116147793855826,4,4298663.719848694
18951.730321390893,1519.0286460774635,104.34582160934569,0.5679416952831386,1,1203060.9592290996
23347.429226634762,8666.469721946147,90.57829178200953,0.5449463834191433,1,1366764.9549379635
39473.62210825767,5573.076923759998,104.19154025244146,1.0092777879052253,4,4385308.418632708
10784.015325759627,14751.008817124231,65.72929459867268,2.6618683688957825,3,2234055.4181771674
26197.48748226697,19635.29326469631,44.06852736379748,0.6480369796984471,4,909915.2049808924
30028.31387424008,5502.3362176628325,96.41558526578329,2.2439913670941047,2,6998336.685632056
3276.0702232798885,13256.404728744452,62.44270546273985,0.5731471729553788,4,135274.92478905918
30769.69774317048,4362.903838814933,90.41437427062192,1.9824722051191286,3,5610775.658642186
9355.682060677285,11523.939964146393,54.35795477835891,1.261381707621691,4,752061.3727048633
4187.528056278696,9546.683490422556,37.31066713260054,2.430067700007841,2,398166.5859574314
47495.39132541333,19454.103927814973,119.33236159389871,0.9309642118284818,2,5959525.018414446
48315.969620653406,12366.281817581097,44.058135713753934,2.0258449393528917,3,4776263.480309844
40611.470057706596,7315.3742556929665,118.95788945671329,0.9363428433548895,2,4702501.845086954
15926.074689495164,2724.867805314701,117.95519393098026,2.2268827644028155,2,4336253.383969974
5785.93358631281,3449.313160331224,101.44362935172357,2.6589306933140215,4,1566428.3869193017
34527.41829909569,4893.680134049085,89.34806658737978,0.642364857642252,1,2184088.694668171
22567.472193240465,5393.849896135811,82.00263452259762,2.6398083592078594,2,5087875.939972217
6979.8735073941625,17087.013127902188,107.94913908400513,1.9026531869186045,2,1637645.7176693932
25263.66859545224,11443.844371509236,56.04955694575391,0.6431983253409648,3,1054894.0112931812
2685.0375346457013,10706.122771800146,72.09130912363894,1.4543630094712225,3,310962.50014476234
45556.69970186032,2737.993001449741,85.74509724298517,0.7343227924097644,4,3018600.8585108514
13680.219098400828,17272.72402031398,67.00714282825419,2.1909392999397377,4,2469041.179803808
33463.59193334512,14594.878912565433,68.47378086812412,2.348943962928464,2,6000652.597016746
16273.842728381136,1819.533057050031,59.72562007518759,0.5856506047365572,1,601441.2140520676
26483.33303771273,14302.784395980489,80.78086350160825,1.6665776022755399,1,4345362.432891679
27788.803687820702,11098.995238181598,106.55170752136044,2.4994876512699764,4,8303144.897755632
10057.868320750826,2093.644242062176,48.13755402056816,2.8276402121876907,3,1372069.1126684237
48509.64676046337,9436.862509808801,114.09897348780973,1.6864982402027793,2,9752071.986414112
38981.508344694616,9951.577599035916,92.01788883734068,2.865753903750799,2,11408367.707367573
47035.44813664527,3732.603533183877,104.09458914120272,1.7463602202312807,1,8413123.749735456
44846.540170954795,18941.113866505504,80.05716233670105,1.3643143354197516,4,6072068.343604722
30297.098961743173,17074.51974387291,100.15650312816571,2.5901484470928176,1,9671700.294410288
46171.83751613273,13545.935577917613,31.45803576055205,1.6310533182368405,1,2682048.169588221
5336.132600544055,9514.76343951184,103.65423823015817,1.5741367785242124,4,991249.0491792453
10603.160258538115,8529.428060897917,33.61249731768299,1.6238437214065364,3,637063.2121292838
3216.1371566163652,13193.982609443607,110.09220387265762,2.5863195050483125,2,1023254.192835318
16941.18620739995,11135.921453434657,119.2766472514779,2.5462421625577405,3,5263217.488426092
20045.18719478462,1714.3255646967696,56.46607159591,1.3895039795885704,4,1715236.8311234924
14296.1025569209,10493.801651021467,48.928670065721434,1.1999096216504177,4,934081.8479938012
41608.137948444535,16224.87053604037,98.88270274722366,1.628205664905649,2,7707845.077248853
18480.913007985873,9455.177613140682,52.77237068282279,1.8464857762901945,3,2014938.8306106247
14765.790974681657,1513.153262308234,107.90061448549831,0.9435104686955917,2,1441272.7414517663
27592.108074754175,15832.424887988645,39.2558332941729,2.4436787287320945,1,3283019.956681029
7905.28702376337,4426.5937516515005,41.33596767414224,1.613503467477542,1,571431.6226552995
40307.65205694795,5543.106280316756,118.1236399590554,1.201922980733891,1,5947816.159662788
4652.9815403087705,3711.77389192977,90.64550084430041,0.5884166810027747,3,266406.30944094004
49357.459893425344,6939.193764994202,106.21985019860576,0.9448819330897387,1,5433066.936387203
38839.99369553621,15256.654360928384,59.18964396163662,2.863059163741156,2,7169926.552034481
10737.068395174449,10628.024260326778,90.8835374568544,1.1237691544127217,3,1198477.0408275253
1270.5837390565175,4495.184845938895,83.48176445777375,0.7559200812909954,2,81935.35310298712
40957.609994286875,17617.686523964796,84.28351081106523,1.5438165374684818,4,6445193.5217551505
35636.00984853324,17651.84617155482,91.42792135839494,1.1291369070726716,3,4399424.521799013
36721.351234008376,17476.279288397134,81.78232558161886,0.3949299757322242,2,1297202.5767330024
38792.24698761134,5156.526121940016,68.61561323723993,1.1724920866544266,2,3112461.6194152315
4628.187934970428,9299.167211529268,54.83304249424921,1.7690932846365652,3,488997.8778610736
18564.82069866936,19707.298294747063,99.17231978218818,1.7896234044539108,4,4293877.800712484
6677.583916731356,15554.243288044812,50.36451870028676,1.2627090871775994,3,489043.9204613309
43292.06786790408,1029.7647138984164,92.31188755389728,1.5077174418820218,1,6599916.74426453
31541.60821455034,1771.489529579595,50.9999540384394,2.906898379233869,1,5002659.406417141
17214.00321777981,9546.661847840489,86.27971529590084,1.3188408885218414,4,2178069.267312273
4114.359164015158,18229.794014300423,97.2370440416126,0.9972123958019541,2,454144.22625795356
16238.133764067448,11004.685060077927,49.684250001588524,0.9573610189802524,2,827453.8134336182
16933.982779310605,10207.343906668659,35.39489707751775,1.5359644543011624,2,1001976.7358861918
36750.70273856514,2556.7371491542963,41.78763686947567,2.350704401535749,3,3855012.815483766
